sentence_style;sentence_id;x_nom_sg;x_group;x_gender;x_idx;x_stereotypical;x_level;y_nom_sg;y_group;y_gender;y_idx;y_stereotypical;y_level;adjective;modified;name;name_gender;text;es;fr;it;ar;ru;uk;he;alignment_es;alignment_fr;alignment_it;alignment_ar;alignment_ru;alignment_uk;alignment_he;x_phrase_indices;x_phrase_es;x_phrase_fr;x_phrase_it;x_phrase_ar;x_phrase_ru;x_phrase_uk;x_phrase_he;x_gender_es;x_votes_es;x_gender_fr;x_votes_fr;x_gender_it;x_votes_it;x_gender_ar;x_votes_ar;x_gender_ru;x_votes_ru;x_gender_uk;x_votes_uk;x_gender_he;x_votes_he
5;38;Fahrdienstleiterin;515;FEMININE;1;;Fachkraefte;Ehefrau;romantic;FEMININE;4;;none;none;none;none;none;Die Fahrdienstleiterin küsst ihre Ehefrau.;La jefa de estación besa a su esposa.;La régulatrice embrasse sa femme.;La capostazione bacia sua moglie.;تقبل مراقبة الحركة زوجتها.;Диспетчер целует свою жену.;Диспетчерка цілує свою дружину.;מנהלת המשמרת מנשקת את אשתה.;0-0 1-1 1-2 1-3 2-4 3-5 3-6 4-7;0-0 1-1 2-2 3-3 4-4;0-0 1-1 2-2 3-3 4-4;0-0 1-1 1-3 2-0 3-3 4-3;0-0 1-0 2-1 3-2 4-3;0-0 1-0 1-3 2-1 3-2 4-3;0-1 1-0 1-1 2-2 3-3 4-4;[0, 1];La jefa de estación;La régulatrice;La capostazione;تقبل مراقبة زوجتها.;Диспетчер;Диспетчерка дружину.;מנהלת המשמרת;FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];FEMININE;['FEMININE']
5;38;Fahrdienstleitung;515;DIVERSE;1;;Fachkraefte;Ehemann;romantic;MASCULINE;4;;none;none;none;none;none;Die Fahrdienstleitung küsst deren Ehemann.;La jefa de tráfico besa a su esposo.;La régulatrice embrasse son mari.;La capotreno bacia il marito.;تقبّل إدارة النقل زوجها.;Дежурная по движению целует своего мужа.;Диспетчерка поцілувала її чоловіка.;פיקוד השירות מנשק את בעלה.;0-0 1-1 1-3 2-4 3-6 4-7;0-0 1-1 2-2 3-3 4-4;0-0 1-1 2-2 3-3 4-4;0-0 1-1 1-2 2-0 3-3 4-3;0-0 1-0 1-2 2-3 3-4 4-5;0-0 1-0 2-1 3-2 4-3;0-0 1-0 1-1 2-2 3-4 4-4;[0, 1];La jefa tráfico;La régulatrice;La capotreno;تقبّل إدارة النقل;Дежурная движению;Диспетчерка;פיקוד השירות;FEMININE;['FEMININE'];FEMININE;['FEMININE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE']
5;38;Fahrdienstleitung;515;DIVERSE;1;;Fachkraefte;Ehefrau;romantic;FEMININE;4;;none;none;none;none;none;Die Fahrdienstleitung küsst deren Ehefrau.;La dirección del tren besa a su esposa.;La régulation de trafic embrasse sa femme.;La direzione del traffico bacia la propria moglie.;تقبل إدارة النقل زوجتها.;Дежурный по станции целует свою жену.;Черговий по поїздам цілує свою дружину.;הנהלת התנועה מנשקת את אשתם.;0-0 1-1 1-2 1-3 2-4 3-5 3-6 4-7;0-0 1-1 1-3 2-4 3-5 4-6;0-0 1-1 1-2 1-3 2-4 3-5 3-6 4-7;0-0 1-1 1-2 2-0 3-3 4-3;0-0 1-0 1-2 2-3 3-4 4-5;0-0 1-0 1-2 2-3 3-4 4-5;0-0 1-0 1-1 2-2 3-4 4-4;[0, 1];La dirección del tren;La régulation trafic;La direzione del traffico;تقبل إدارة النقل;Дежурный станции;Черговий поїздам;הנהלת התנועה;UNKNOWN;['UNKNOWN'];FEMININE;['FEMININE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE']
6;46;Fahrdienstleiter;515;MASCULINE;3;;Fachkraefte;none;none;none;none;none;none;none;none;Theo;MASCULINE;Theo arbeitet als Fahrdienstleiter.;Theo trabaja como controlador de tráfico ferroviario.;Théo travaille comme régulateur de trafic.;Theo lavora come capostazione.;ثيو يعمل كمدير حركة المرور.;Тео работает диспетчером поездов.;Тео працює диспетчером.;תיאו עובד כמנהל תחבורה.;0-0 1-1 2-2 3-3 3-6;0-0 1-1 2-2 3-3 3-5;0-0 1-1 2-2 3-3;0-0 1-1 2-2 3-2 3-3 3-4;0-0 1-1 2-1 3-2 3-3;0-0 1-1 2-1 3-2;0-0 1-1 2-2 3-2 3-3;[2, 3];como controlador ferroviario.;comme régulateur trafic.;come capostazione.;كمدير حركة المرور.;работает диспетчером поездов.;працює диспетчером.;כמנהל תחבורה.;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE']
6;46;Fahrdienstleiter;515;MASCULINE;3;;Fachkraefte;none;none;none;none;none;none;none;none;Bente;n;Bente arbeitet als Fahrdienstleiter.;Bente trabaja como controlador de tráfico ferroviario.;Bente travaille comme aiguilleur du rail.;Bente lavora come capotreno.;بنت تعمل كمراقبة حركة القطارات.;Бенте работает диспетчером поездов.;Бенте працює диспетчером.;בנטה עובדת כמנהלת תנועה.;0-0 1-1 2-2 3-3 3-6;0-0 1-1 2-2 3-3 3-5;0-0 1-1 2-2 3-3;0-0 1-1 2-2 3-2 3-3 3-4;0-0 1-1 2-1 3-2 3-3;0-0 1-1 2-1 3-2;0-0 1-1 2-2 3-2 3-3;[2, 3];como controlador ferroviario.;comme aiguilleur rail.;come capotreno.;كمراقبة حركة القطارات.;работает диспетчером поездов.;працює диспетчером.;כמנהלת תנועה.;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE']
6;46;Fahrdienstleiterin;515;FEMININE;3;;Fachkraefte;none;none;none;none;none;none;none;none;Bente;n;Bente arbeitet als Fahrdienstleiterin.;Bente trabaja como controladora de tráfico ferroviario.;Bente travaille comme régulatrice de trafic.;Bente lavora come controllore del traffico ferroviario.;بنت تعمل كمديرة محطة.;Бенте работает диспетчером движения.;Бенте працює диспетчеркою руху.;בנטה עובדת כפקחית תעבורה.;0-0 1-1 2-2 3-3 3-6;0-0 1-1 2-2 3-3 3-5;0-0 1-1 2-2 3-3 3-6;0-0 1-1 2-2 3-2 3-3;0-0 1-1 2-1 3-2 3-3;0-0 1-1 3-2 3-3;0-0 1-1 2-2 3-1 3-2 3-3;[2, 3];como controladora ferroviario.;comme régulatrice trafic.;come controllore ferroviario.;كمديرة محطة.;работает диспетчером движения.;диспетчеркою руху.;עובדת כפקחית תעבורה.;UNKNOWN;['UNKNOWN'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];UNKNOWN;['UNKNOWN'];UNKNOWN;['UNKNOWN'];FEMININE;['FEMININE']
6;46;Fahrdienstleiterin;515;FEMININE;3;;Fachkraefte;none;none;none;none;none;none;none;none;Emilia;FEMININE;Emilia arbeitet als Fahrdienstleiterin.;Emilia trabaja como jefa de servicios ferroviarios.;Emilia travaille comme régulatrice de transport.;Emilia lavora come capostazione.;إميليا تعمل كمراقبة حركة القطارات.;Эмилия работает диспетчером.;Емілія працює диспетчером.;אמיליה עובדת כמנהלת תנועה.;0-0 1-1 2-2 3-3 3-6;0-0 1-1 2-2 3-3 3-5;0-0 1-1 2-2 3-3;0-0 1-1 2-2 3-2 3-3 3-4;0-0 1-1 2-1 3-2;0-0 1-1 2-1 3-2;0-0 1-1 2-2 3-2 3-3;[2, 3];como jefa ferroviarios.;comme régulatrice transport.;come capostazione.;كمراقبة حركة القطارات.;работает диспетчером.;працює диспетчером.;כמנהלת תנועה.;UNKNOWN;['UNKNOWN'];UNKNOWN;['UNKNOWN'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE']
6;46;Fahrdienstleitung;515;DIVERSE;3;;Fachkraefte;none;none;none;none;none;none;none;none;Theo;MASCULINE;Theo arbeitet als Fahrdienstleitung.;Theo trabaja como jefe de tráfico.;Théo travaille en tant que régulateur de trafic.;Theo lavora come responsabile del servizio di trasporto.;يعمل ثيو كمدير لخدمات النقل.;Тео работает диспетчером движения.;Тео працює диспетчером руху.;תיאו עובד כרכז תחבורה.;0-0 1-1 2-2 3-3 3-4 3-5;0-0 1-1 2-3 2-4 3-5 3-7;0-0 1-1 2-2 3-3 3-5 3-7;0-1 1-0 2-2 3-2 3-3 3-4;0-0 1-1 2-2 3-2 3-3;0-0 1-1 2-2 3-2 3-3;0-0 1-1 2-2 3-2 3-3;[2, 3];como jefe de tráfico.;tant que régulateur trafic.;come responsabile servizio trasporto.;كمدير لخدمات النقل.;диспетчером движения.;диспетчером руху.;כרכז תחבורה.;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE']
6;46;Fahrdienstleitung;515;DIVERSE;3;;Fachkraefte;none;none;none;none;none;none;none;none;Bente;n;Bente arbeitet als Fahrdienstleitung.;Bente trabaja como despachadora de trenes.;Bente travaille comme régulatrice de trafic.;Bente lavora come operatrice di trasporto.;بِنتِه تعمل كمسؤولة عن خدمات النقل.;Бенте работает диспетчером движения.;Бенте працює диспетчером руху.;בנטה עובדת כפקחית תנועה.;0-0 1-1 2-2 3-3 3-5;0-0 1-1 2-2 3-3 3-5;0-0 1-1 2-2 3-3 3-4 3-5;0-0 1-1 2-2 3-4 3-5;0-0 1-1 2-2 3-2 3-3;0-0 1-1 2-2 3-2 3-3;0-0 1-1 2-2 3-2 3-3;[2, 3];como despachadora trenes.;comme régulatrice trafic.;come operatrice di trasporto.;كمسؤولة خدمات النقل.;диспетчером движения.;диспетчером руху.;כפקחית תנועה.;UNKNOWN;['UNKNOWN'];UNKNOWN;['UNKNOWN'];UNKNOWN;['UNKNOWN'];UNKNOWN;['UNKNOWN'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE']
6;46;Fahrdienstleitung;515;DIVERSE;3;;Fachkraefte;none;none;none;none;none;none;none;none;Emilia;FEMININE;Emilia arbeitet als Fahrdienstleitung.;Emilia trabaja como operadora de tráfico.;Emilia travaille comme régulatrice de transport.;Emilia lavora come responsabile del servizio di trasporto.;إميليا تعمل كمشرفة حركة القطارات.;Эмилия работает диспетчером движения.;Емілія працює диспетчером руху.;אמיליה עובדת כמנהלת תחבורה.;0-0 1-1 2-2 3-3 3-5;0-0 1-1 2-2 3-3 3-5;0-0 1-1 2-2 3-3 3-5 3-7;0-0 1-1 2-2 3-2 3-3 3-4;0-0 1-1 2-2 3-2 3-3;0-0 1-1 2-2 3-2 3-3;0-0 1-1 2-2 3-2 3-3;[2, 3];como operadora tráfico.;comme régulatrice transport.;come responsabile servizio trasporto.;كمشرفة حركة القطارات.;диспетчером движения.;диспетчером руху.;כמנהלת תחבורה.;UNKNOWN;['UNKNOWN'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE']
5;42;Lotse;515;MASCULINE;1;;Spezialisten;Liebhaber;romantic;MASCULINE;4;;none;none;none;none;none;Der Lotse zieht seinen Liebhaber nah zu sich und sie küssen sich leidenschaftlich.;El piloto acerca a su amante y se besan apasionadamente.;Le pilote tire son amant près de lui et ils s'embrassent passionnément.;Il pilota avvicina a sé il suo amante e si baciano appassionatamente.;يقرب الربان حبيبه إليه ويقبلانه بشغف.;Лоцман притягивает своего возлюбленного к себе, и они страстно целуются.;Лоцман притягує свого коханого близько до себе, і вони палко цілуються.;הנווט מקרב את אהובו אליו והם מתנשקים בתשוקה.;0-0 1-1 2-2 3-4 4-5 7-3 8-6 9-7 10-8 11-7 12-9;0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-10 12-11;0-0 1-1 2-2 3-6 4-7 6-3 7-4 8-8 9-9 10-10 11-11 12-11;0-1 1-1 2-0 4-2 5-3 8-4 9-4 10-4 10-5 12-5;0-0 1-0 2-1 3-2 4-3 6-4 7-5 8-5 8-6 9-7 10-9 12-8 12-9;0-0 1-0 2-1 3-2 4-1 4-3 5-4 6-5 7-6 8-6 8-7 9-8 10-10 12-9 12-10;0-0 1-0 2-1 3-2 4-3 5-4 8-5 9-5 10-6 12-7;[0, 1];El piloto;Le pilote;Il pilota;الربان;Лоцман;Лоцман;הנווט;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
5;42;Lotse;515;MASCULINE;1;;Spezialisten;Liebhaberin;romantic;FEMININE;4;;none;none;none;none;none;Der Lotse zieht seine Liebhaberin nah zu sich und sie küssen sich leidenschaftlich.;El piloto acerca a su amante y se besan apasionadamente.;Le pilote attire sa maîtresse près de lui et ils s’embrassent passionnément.;Il pilota attira a sé la sua amante e si baciano appassionatamente.;يحتضن الطيار عشيقته بقوة ويتبادلان قبلة حارة.;Лоцман притягивает свою возлюбленную ближе и они страстно целуются.;Лоцман притягує свою кохану близько до себе, і вони палко цілуються.;הנווט מושך את אהובתו קרוב אליו והם מתנשקים בלהט.;0-0 1-1 2-2 3-4 4-5 7-3 8-6 9-7 10-8 11-7 12-9;0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-10 12-11;0-0 1-1 2-2 3-5 3-6 4-7 5-2 6-3 7-4 8-8 9-9 10-10 11-11 12-11;0-1 1-1 2-0 3-2 4-0 4-2 5-3 8-4 9-4 10-4 12-5 12-6;0-0 1-0 2-1 3-2 4-3 5-4 7-4 8-5 9-6 10-8 12-7 12-8;0-0 1-0 2-1 3-2 4-3 5-4 6-5 7-6 8-6 8-7 9-8 10-10 12-9 12-10;0-0 1-0 2-1 3-2 4-3 5-4 7-5 8-6 9-6 10-7 11-7 12-8;[0, 1];El piloto;Le pilote;Il pilota;الطيار;Лоцман;Лоцман;הנווט;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
5;42;Lotsin;515;FEMININE;1;;Spezialisten;Liebhaber;romantic;MASCULINE;4;;none;none;none;none;none;Die Lotsin zieht ihren Liebhaber nah zu sich und sie küssen sich leidenschaftlich.;La piloto atrae a su amante hacia ella y se besan apasionadamente.;La pilote attire son amant tout près d'elle et ils s'embrassent passionnément.;La pilota attira l'amante a sé e si baciano appassionatamente.;تسحب المرشدة حبيبها بالقرب منها ويتبادلان قبلة بشغف.;Лоцманша притягивает своего любовника близко к себе, и они страстно целуются.;Льотчиця притягує коханця близько до себе, і вони палко цілуються.;הטייסת מושכת את אהובה אליה והם מתנשקים בלהט.;0-0 1-1 2-2 3-3 3-4 4-2 4-5 5-6 8-8 9-9 10-10 11-9 12-11;0-0 1-1 2-2 3-3 4-4 5-6 6-7 7-7 8-8 9-9 10-10 11-10 12-11;0-0 1-1 2-2 3-3 4-3 6-4 7-5 8-6 9-7 10-8 11-9 12-9;0-1 1-1 2-0 3-2 4-2 5-3 8-5 9-5 10-5 12-6 12-7;0-0 1-0 2-1 3-2 4-3 5-4 6-5 7-6 8-6 8-7 9-8 10-10 12-4 12-9 12-10;0-0 1-0 2-1 3-1 4-0 4-2 5-3 6-4 7-5 8-5 8-6 9-7 10-8 10-9 12-8 12-9;0-0 1-0 2-1 3-2 4-3 5-4 8-5 9-7 10-6 12-1 12-7;[0, 1];La piloto;La pilote;La pilota;المرشدة;Лоцманша;Льотчиця;הטייסת;FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
5;42;Lotsin;515;FEMININE;1;;Spezialisten;Liebhaberin;romantic;FEMININE;4;;none;none;none;none;none;Die Lotsin zieht ihre Liebhaberin nah zu sich und sie küssen sich leidenschaftlich.;La pilota atrae a su amante hacia sí y se besan apasionadamente.;La pilote attire sa maîtresse près d'elle et elles s'embrassent passionnément.;La pilota avvicina la sua amante a sé e si baciano appassionatamente.;تسحب الطيارة عشيقتها بالقرب منها ويتبادلان القبلات بشغف.;Лоцманша притягивает свою возлюбленную к себе, и они страстно целуются.;Лоцманка притягує свою кохану ближче до себе, і вони палко цілуються.;הטייסת מושכת את אהובתה קרוב אליה והן מתנשקות בתשוקה.;0-0 1-1 2-2 3-3 3-4 4-5 5-2 6-6 7-7 8-8 9-9 10-10 11-9 12-11;0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-6 8-7 9-8 10-9 11-9 12-10;0-0 1-1 2-2 3-3 4-4 4-5 6-6 7-7 8-8 9-9 10-10 11-11 12-11;0-1 1-1 2-0 3-2 4-2 5-3 8-5 9-5 10-5 11-6 12-7;0-0 1-0 2-1 3-2 4-3 6-4 7-5 8-5 8-6 9-7 10-9 12-8 12-9;0-0 1-0 2-1 3-2 4-3 5-4 6-5 7-6 8-6 8-7 9-8 10-1 10-10 12-4 12-9 12-10;0-0 1-0 2-1 3-2 4-0 4-3 5-4 7-5 9-6 10-7 12-8;[0, 1];La pilota;La pilote;La pilota;الطيارة;Лоцманша;Лоцманка;הטייסת;FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE']
6;45;Lotse;515;MASCULINE;3;;Spezialisten;none;none;none;none;none;none;none;none;Leon;MASCULINE;Leon wurde kürzlich Lotse.;Leon se convirtió recientemente en piloto.;Léon est récemment devenu pilote.;Leon è diventato recentemente pilota.;ليون أصبح مؤخرًا مرشدًا.;Леон недавно стал лоцманом.;Леон нещодавно став лоцманом.;לאון הפך לאחרונה לנווט.;0-0 1-1 2-3 3-5;0-0 1-1 2-2 2-3 3-4;0-0 1-2 2-1 2-3 3-4;0-0 1-1 2-2 3-3;0-0 1-2 2-1 2-3 3-3;0-0 1-2 2-1 3-3;0-0 1-1 2-2 3-3;[2, 3];recientemente piloto.;récemment devenu pilote.;è recentemente pilota.;مؤخرًا مرشدًا.;недавно лоцманом.;нещодавно лоцманом.;לאחרונה לנווט.;UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE']
6;45;Lotse;515;MASCULINE;3;;Spezialisten;none;none;none;none;none;none;none;none;Sascha;n;Sascha wurde kürzlich Lotse.;Sascha se convirtió recientemente en piloto.;Sascha est récemment devenu pilote.;Sascha è diventato recentemente pilota.;ساشا أصبح مؤخرًا مرشداً.;Саша недавно стал лоцманом.;Саша нещодавно став лоцманом.;סשה הפך לאחרונה לנווט.;0-0 1-1 2-3 3-5;0-0 1-1 2-2 2-3 3-4;0-0 1-2 2-3 3-4;0-0 1-1 2-2 3-3;0-0 1-2 2-1 2-3 3-3;0-0 1-2 2-1 3-3;0-0 1-1 2-2 3-3;[2, 3];recientemente piloto.;récemment devenu pilote.;recentemente pilota.;مؤخرًا مرشداً.;недавно лоцманом.;нещодавно лоцманом.;לאחרונה לנווט.;UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE']
6;45;Lotsin;515;FEMININE;3;;Spezialisten;none;none;none;none;none;none;none;none;Sascha;n;Sascha wurde kürzlich Lotsin.;Sascha se convirtió recientemente en piloto.;Sascha est récemment devenue pilote.;Sascha è recentemente diventata pilota.;ساسشا أصبحت مرشدة مؤخرًا.;Саша недавно стала лоцманом.;Саша недавно стала лоцманом.;סשה הפכה לאחרונה לנווטת.;0-0 1-1 2-2 2-3 3-4 3-5;0-0 1-1 2-2 2-3 3-4;0-0 1-1 2-2 2-3 3-4;0-0 1-1 2-2 2-3 3-2 3-3;0-0 1-2 2-1 2-3 3-3;0-0 1-2 2-1 2-3 3-3;0-0 1-1 2-2 3-3;[2, 3];convirtió recientemente en piloto.;récemment devenue pilote.;recentemente diventata pilota.;مرشدة مؤخرًا.;недавно лоцманом.;недавно лоцманом.;לאחרונה לנווטת.;UNKNOWN;['UNKNOWN'];FEMININE;['FEMININE'];UNKNOWN;['UNKNOWN'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE']
6;45;Lotsin;515;FEMININE;3;;Spezialisten;none;none;none;none;none;none;none;none;Lina;FEMININE;Lina wurde kürzlich Lotsin.;Lina se convirtió recientemente en piloto.;Lina est récemment devenue pilote.;Lina è diventata di recente pilota.;أصبحت لينا مؤخراً قائدة سفينة.;Лина недавно стала лоцманом.;Ліна нещодавно стала лоцманом.;לינה הפכה לאחרונה לנתבת.;0-0 1-1 2-3 3-5;0-0 1-1 2-2 2-3 3-4;0-0 1-2 2-2 2-4 3-5;0-1 1-0 2-2 3-1 3-4;0-0 1-2 2-1 2-3 3-3;0-0 1-2 2-1 3-3;0-0 1-1 2-2 3-3;[2, 3];recientemente piloto.;récemment devenue pilote.;diventata recente pilota.;لينا مؤخراً سفينة.;недавно лоцманом.;нещодавно лоцманом.;לאחרונה לנתבת.;UNKNOWN;['UNKNOWN'];FEMININE;['FEMININE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE']
5;42;Logistiker;516;MASCULINE;1;;Experten;Ehemann;romantic;MASCULINE;4;;none;none;none;none;none;Der Logistiker zieht seinen Ehemann nah zu sich und sie küssen sich leidenschaftlich.;El logístico acerca a su esposo y se besan apasionadamente.;Le logisticien attire son mari près de lui et ils s'embrassent passionnément.;Il logistico tira il marito vicino a sé e si baciano appassionatamente.;يُقرِّب اللوجستي زوجَه إليه ويقبلانه بشغف.;Логистик притягивает к себе мужа, и они страстно целуются.;Логіст притягує свого чоловіка до себе, і вони палко цілуються.;הלוגיסטיקן מושך אליו את בעלו והם מתנשקים בתשוקה.;0-0 1-1 2-2 3-4 4-5 7-3 8-6 9-7 10-8 11-7 12-9;0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-10 12-11;0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 12-11;0-1 1-1 2-0 3-2 4-2 5-3 8-4 9-4 10-4 10-5 12-5;1-0 2-1 3-3 4-4 6-2 8-5 9-6 10-8 12-7 12-8;0-1 1-0 2-1 3-2 4-3 6-4 7-5 8-6 9-7 10-9 12-8 12-9;0-0 1-0 2-1 3-3 4-4 5-2 7-4 8-5 9-5 10-6 12-7;[0, 1];El logístico;Le logisticien;Il logistico;اللوجستي;Логистик;Логіст притягує;הלוגיסטיקן;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
5;42;Logistiker;516;MASCULINE;1;;Experten;Ehefrau;romantic;FEMININE;4;;none;none;none;none;none;Der Logistiker zieht seine Ehefrau nah zu sich und sie küssen sich leidenschaftlich.;El logístico acerca a su esposa y se besan apasionadamente.;Le logisticien attire sa femme près de lui et ils s'embrassent passionnément.;Il logista tira sua moglie vicino a sé e si baciano appassionatamente.;قام اللوجستي بسحب زوجته بالقرب منه وقبّلا بعضهما البعض بشغف.;Логистик прижимает свою жену к себе, и они страстно целуются.;Логіст притягує свою дружину до себе, і вони палко цілуються.;הלוגיסטיקן מושך את אשתו קרוב אליו והשניים מתנשקים בלהט.;0-0 1-1 2-2 3-4 4-5 7-3 8-6 9-7 10-8 11-7 12-9;0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-10 12-11;0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-9 12-11;0-1 1-1 2-0 3-3 4-3 5-4 8-6 9-6 10-6 11-8 12-9;1-0 2-1 3-2 4-3 6-4 7-5 8-6 9-7 10-9 12-8 12-9;0-3 1-0 2-1 3-2 4-3 6-4 7-5 8-6 9-7 10-9 12-8 12-9;0-0 1-0 2-1 3-2 4-3 5-4 7-5 8-6 9-6 10-7 11-7 12-8;[0, 1];El logístico;Le logisticien;Il logista;اللوجستي;Логистик;Логіст дружину;הלוגיסטיקן;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE']
5;42;Logistikerin;516;FEMININE;1;;Experten;Ehemann;romantic;MASCULINE;4;;none;none;none;none;none;Die Logistikerin zieht ihren Ehemann nah zu sich und sie küssen sich leidenschaftlich.;La logística acerca a su esposo y se besan apasionadamente.;La logisticienne attire son mari tout près d'elle et ils s'embrassent passionnément.;La logista tira il marito vicino a sé e si baciano appassionatamente.;تسحب موظفة اللوجستيات زوجها بالقرب منها ويقبلان بعضهما بشغف.;Логистка притягивает мужа к себе, и они страстно целуются.;Логістка притягує свого чоловіка до себе, і вони пристрасно цілуються.;הלוגיסטיקאית מושכת את בעלה קרוב אליה והם מתנשקים בתשוקה.;0-0 1-1 2-2 3-4 4-5 6-3 8-6 9-7 10-8 11-7 12-9;0-0 1-1 2-2 3-3 4-4 5-6 6-7 7-7 8-8 9-9 10-10 11-10 12-11;0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-11;0-1 1-2 1-3 2-0 3-3 4-3 5-4 8-6 9-6 10-0 10-6 11-7 12-8;1-0 2-1 4-2 6-3 7-4 8-5 9-6 10-8 12-7 12-8;1-0 2-1 3-2 4-3 6-4 7-5 8-6 9-7 10-9 11-9 12-8 12-9;0-0 1-0 2-1 3-2 4-3 5-4 8-6 9-6 10-7 12-8;[0, 1];La logística;La logisticienne;La logista;موظفة اللوجستيات زوجها;Логистка;Логістка;הלוגיסטיקאית;FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];UNKNOWN;['UNKNOWN'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
