sentence_style;sentence_id;x_nom_sg;x_group;x_gender;x_idx;x_stereotypical;x_level;y_nom_sg;y_group;y_gender;y_idx;y_stereotypical;y_level;adjective;modified;name;name_gender;text
2;16;Organisator;713;MASCULINE;1;0.6725141120277899;Experten;none;none;none;none;none;none;none;none;none;none;Der Organisator reflektiert wöchentlich seine Leistung.
2;16;Organisatorin;713;FEMININE;1;0.3274858879722102;Experten;none;none;none;none;none;none;none;none;none;none;Die Organisatorin reflektiert wöchentlich ihre Leistung.
4;16;Organisator;713;MASCULINE;2;0.6725141120277899;Experten;none;none;none;none;none;none;trans;x;none;none;Der trans Organisator reflektiert wöchentlich seine Leistung.
4;16;Organisatorin;713;FEMININE;2;0.3274858879722102;Experten;none;none;none;none;none;none;trans;x;none;none;Die trans Organisatorin reflektiert wöchentlich ihre Leistung.
1;16;Organisator;713;MASCULINE;1;0.6725141120277899;Experten;none;none;none;none;none;none;none;none;none;none;Der Organisator reflektiert wöchentlich über die eigene Leistung.
1;16;Organisatorin;713;FEMININE;1;0.3274858879722102;Experten;none;none;none;none;none;none;none;none;none;none;Die Organisatorin reflektiert wöchentlich über die eigene Leistung.
3;16;Organisator;713;MASCULINE;2;0.6725141120277899;Experten;none;none;none;none;none;none;trans;x;none;none;Der trans Organisator reflektiert wöchentlich über die eigene Leistung.
3;16;Organisatorin;713;FEMININE;2;0.3274858879722102;Experten;none;none;none;none;none;none;trans;x;none;none;Die trans Organisatorin reflektiert wöchentlich über die eigene Leistung.
2;17;Betriebsassistent;713;MASCULINE;1;0.3907170032191981;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Der Betriebsassistent berichtet über seine Fortschritte.
2;17;Betriebsassistentin;713;FEMININE;1;0.6092829967808019;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Die Betriebsassistentin berichtet über ihre Fortschritte.
2;17;Betriebsassistenz;713;DIVERSE;1;;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Die Betriebsassistenz berichtet über deren Fortschritte.
4;17;Betriebsassistent;713;MASCULINE;2;0.3907170032191981;Fachkraefte;none;none;none;none;none;none;trans;x;none;none;Der trans Betriebsassistent berichtet über seine Fortschritte.
4;17;Betriebsassistentin;713;FEMININE;2;0.6092829967808019;Fachkraefte;none;none;none;none;none;none;trans;x;none;none;Die trans Betriebsassistentin berichtet über ihre Fortschritte.
1;17;Betriebsassistent;713;MASCULINE;1;0.3907170032191981;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Der Betriebsassistent berichtet über Fortschritte.
1;17;Betriebsassistentin;713;FEMININE;1;0.6092829967808019;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Die Betriebsassistentin berichtet über Fortschritte.
1;17;Betriebsassistenz;713;DIVERSE;1;;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Die Betriebsassistenz berichtet über Fortschritte.
3;17;Betriebsassistent;713;MASCULINE;2;0.3907170032191981;Fachkraefte;none;none;none;none;none;none;trans;x;none;none;Der trans Betriebsassistent berichtet über Fortschritte.
3;17;Betriebsassistentin;713;FEMININE;2;0.6092829967808019;Fachkraefte;none;none;none;none;none;none;trans;x;none;none;Die trans Betriebsassistentin berichtet über Fortschritte.
2;18;Betriebsassistent;713;MASCULINE;1;0.3907170032191981;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Der Betriebsassistent genießt seinen Kaffee am Morgen .
2;18;Betriebsassistentin;713;FEMININE;1;0.6092829967808019;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Die Betriebsassistentin genießt ihren Kaffee am Morgen .
2;18;Betriebsassistenz;713;DIVERSE;1;;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Die Betriebsassistenz genießt deren Kaffee am Morgen .
4;18;Betriebsassistent;713;MASCULINE;2;0.3907170032191981;Fachkraefte;none;none;none;none;none;none;trans;x;none;none;Der trans Betriebsassistent genießt seinen Kaffee am Morgen .
4;18;Betriebsassistentin;713;FEMININE;2;0.6092829967808019;Fachkraefte;none;none;none;none;none;none;trans;x;none;none;Die trans Betriebsassistentin genießt ihren Kaffee am Morgen .
1;18;Betriebsassistent;713;MASCULINE;1;0.3907170032191981;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Der Betriebsassistent genießt Kaffee am Morgen.
1;18;Betriebsassistentin;713;FEMININE;1;0.6092829967808019;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Die Betriebsassistentin genießt Kaffee am Morgen.
1;18;Betriebsassistenz;713;DIVERSE;1;;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Die Betriebsassistenz genießt Kaffee am Morgen.
3;18;Betriebsassistent;713;MASCULINE;2;0.3907170032191981;Fachkraefte;none;none;none;none;none;none;trans;x;none;none;Der trans Betriebsassistent genießt Kaffee am Morgen.
3;18;Betriebsassistentin;713;FEMININE;2;0.6092829967808019;Fachkraefte;none;none;none;none;none;none;trans;x;none;none;Die trans Betriebsassistentin genießt Kaffee am Morgen.
2;19;Sekretär;714;MASCULINE;1;0.2083652669267109;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Der Sekretär sortiert seine Papiere ordentlich.
2;19;Sekretärin;714;FEMININE;1;0.791634733073289;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Die Sekretärin sortiert ihre Papiere ordentlich.
4;19;Sekretär;714;MASCULINE;2;0.2083652669267109;Fachkraefte;none;none;none;none;none;none;trans;x;none;none;Der trans Sekretär sortiert seine Papiere ordentlich.
4;19;Sekretärin;714;FEMININE;2;0.791634733073289;Fachkraefte;none;none;none;none;none;none;trans;x;none;none;Die trans Sekretärin sortiert ihre Papiere ordentlich.
1;19;Sekretär;714;MASCULINE;1;0.2083652669267109;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Der Sekretär sortiert Papiere ordentlich.
1;19;Sekretärin;714;FEMININE;1;0.791634733073289;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Die Sekretärin sortiert Papiere ordentlich.
3;19;Sekretär;714;MASCULINE;2;0.2083652669267109;Fachkraefte;none;none;none;none;none;none;trans;x;none;none;Der trans Sekretär sortiert Papiere ordentlich.
3;19;Sekretärin;714;FEMININE;2;0.791634733073289;Fachkraefte;none;none;none;none;none;none;trans;x;none;none;Die trans Sekretärin sortiert Papiere ordentlich.
2;20;Sekretär;714;MASCULINE;1;0.2083652669267109;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Der Sekretär ruht sich aus, wenn er Erholung braucht.
2;20;Sekretärin;714;FEMININE;1;0.791634733073289;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Die Sekretärin ruht sich aus, wenn sie Erholung braucht.
4;20;Sekretär;714;MASCULINE;2;0.2083652669267109;Fachkraefte;none;none;none;none;none;none;trans;x;none;none;Der trans Sekretär ruht sich aus, wenn er Erholung braucht.
4;20;Sekretärin;714;FEMININE;2;0.791634733073289;Fachkraefte;none;none;none;none;none;none;trans;x;none;none;Die trans Sekretärin ruht sich aus, wenn sie Erholung braucht.
1;20;Sekretär;714;MASCULINE;1;0.2083652669267109;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Der Sekretär ruht sich für etwas Erholung aus.
1;20;Sekretärin;714;FEMININE;1;0.791634733073289;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Die Sekretärin ruht sich für etwas Erholung aus.
3;20;Sekretär;714;MASCULINE;2;0.2083652669267109;Fachkraefte;none;none;none;none;none;none;trans;x;none;none;Der trans Sekretär ruht sich für etwas Erholung aus.
3;20;Sekretärin;714;FEMININE;2;0.791634733073289;Fachkraefte;none;none;none;none;none;none;trans;x;none;none;Die trans Sekretärin ruht sich für etwas Erholung aus.
2;21;Büroassistent;714;MASCULINE;1;0.2083652669267109;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Der Büroassistent analysiert seine Projekte sorgfältig.
2;21;Büroassistentin;714;FEMININE;1;0.791634733073289;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Die Büroassistentin analysiert ihre Projekte sorgfältig.
2;21;Büroassistenz;714;DIVERSE;1;;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Die Büroassistenz analysiert deren Projekte sorgfältig.
4;21;Büroassistent;714;MASCULINE;2;0.2083652669267109;Fachkraefte;none;none;none;none;none;none;trans;x;none;none;Der trans Büroassistent analysiert seine Projekte sorgfältig.
4;21;Büroassistentin;714;FEMININE;2;0.791634733073289;Fachkraefte;none;none;none;none;none;none;trans;x;none;none;Die trans Büroassistentin analysiert ihre Projekte sorgfältig.
1;21;Büroassistent;714;MASCULINE;1;0.2083652669267109;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Der Büroassistent analysiert die Projekte sorgfältig.
1;21;Büroassistentin;714;FEMININE;1;0.791634733073289;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Die Büroassistentin analysiert die Projekte sorgfältig.
1;21;Büroassistenz;714;DIVERSE;1;;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Die Büroassistenz analysiert die Projekte sorgfältig.
3;21;Büroassistent;714;MASCULINE;2;0.2083652669267109;Fachkraefte;none;none;none;none;none;none;trans;x;none;none;Der trans Büroassistent analysiert die Projekte sorgfältig.
3;21;Büroassistentin;714;FEMININE;2;0.791634733073289;Fachkraefte;none;none;none;none;none;none;trans;x;none;none;Die trans Büroassistentin analysiert die Projekte sorgfältig.
2;22;Büroassistent;714;MASCULINE;1;0.2083652669267109;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Der Büroassistent plant seinen Urlaub mit Hingabe.
2;22;Büroassistentin;714;FEMININE;1;0.791634733073289;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Die Büroassistentin plant ihren Urlaub mit Hingabe.
2;22;Büroassistenz;714;DIVERSE;1;;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Die Büroassistenz plant deren Urlaub mit Hingabe.
4;22;Büroassistent;714;MASCULINE;2;0.2083652669267109;Fachkraefte;none;none;none;none;none;none;trans;x;none;none;Der trans Büroassistent plant seinen Urlaub mit Hingabe.
4;22;Büroassistentin;714;FEMININE;2;0.791634733073289;Fachkraefte;none;none;none;none;none;none;trans;x;none;none;Die trans Büroassistentin plant ihren Urlaub mit Hingabe.
1;22;Büroassistent;714;MASCULINE;1;0.2083652669267109;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Der Büroassistent plant den Urlaub mit Hingabe.
1;22;Büroassistentin;714;FEMININE;1;0.791634733073289;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Die Büroassistentin plant den Urlaub mit Hingabe.
1;22;Büroassistenz;714;DIVERSE;1;;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Die Büroassistenz plant den Urlaub mit Hingabe.
3;22;Büroassistent;714;MASCULINE;2;0.2083652669267109;Fachkraefte;none;none;none;none;none;none;trans;x;none;none;Der trans Büroassistent plant den Urlaub mit Hingabe.
3;22;Büroassistentin;714;FEMININE;2;0.791634733073289;Fachkraefte;none;none;none;none;none;none;trans;x;none;none;Die trans Büroassistentin plant den Urlaub mit Hingabe.
2;23;Telefonist;714;MASCULINE;1;0.2988768512076334;Helfer;none;none;none;none;none;none;none;none;none;none;Der Telefonist bringt sein Fahrrad zur Reparatur.
2;23;Telefonistin;714;FEMININE;1;0.7011231487923666;Helfer;none;none;none;none;none;none;none;none;none;none;Die Telefonistin bringt ihr Fahrrad zur Reparatur.
4;23;Telefonist;714;MASCULINE;2;0.2988768512076334;Helfer;none;none;none;none;none;none;trans;x;none;none;Der trans Telefonist bringt sein Fahrrad zur Reparatur.
4;23;Telefonistin;714;FEMININE;2;0.7011231487923666;Helfer;none;none;none;none;none;none;trans;x;none;none;Die trans Telefonistin bringt ihr Fahrrad zur Reparatur.
1;23;Telefonist;714;MASCULINE;1;0.2988768512076334;Helfer;none;none;none;none;none;none;none;none;none;none;Der Telefonist bringt das Fahrrad zur Reparatur.
1;23;Telefonistin;714;FEMININE;1;0.7011231487923666;Helfer;none;none;none;none;none;none;none;none;none;none;Die Telefonistin bringt das Fahrrad zur Reparatur.
3;23;Telefonist;714;MASCULINE;2;0.2988768512076334;Helfer;none;none;none;none;none;none;trans;x;none;none;Der trans Telefonist bringt das Fahrrad zur Reparatur.
3;23;Telefonistin;714;FEMININE;2;0.7011231487923666;Helfer;none;none;none;none;none;none;trans;x;none;none;Die trans Telefonistin bringt das Fahrrad zur Reparatur.
2;24;Telefonist;714;MASCULINE;1;0.2988768512076334;Helfer;none;none;none;none;none;none;none;none;none;none;Der Telefonist feiert fröhlich seinen Geburtstag.
2;24;Telefonistin;714;FEMININE;1;0.7011231487923666;Helfer;none;none;none;none;none;none;none;none;none;none;Die Telefonistin feiert fröhlich ihren Geburtstag.
4;24;Telefonist;714;MASCULINE;2;0.2988768512076334;Helfer;none;none;none;none;none;none;trans;x;none;none;Der trans Telefonist feiert fröhlich seinen Geburtstag.
4;24;Telefonistin;714;FEMININE;2;0.7011231487923666;Helfer;none;none;none;none;none;none;trans;x;none;none;Die trans Telefonistin feiert fröhlich ihren Geburtstag.
1;24;Telefonist;714;MASCULINE;1;0.2988768512076334;Helfer;none;none;none;none;none;none;none;none;none;none;Der Telefonist feiert fröhlich den Geburtstag.
1;24;Telefonistin;714;FEMININE;1;0.7011231487923666;Helfer;none;none;none;none;none;none;none;none;none;none;Die Telefonistin feiert fröhlich den Geburtstag.
3;24;Telefonist;714;MASCULINE;2;0.2988768512076334;Helfer;none;none;none;none;none;none;trans;x;none;none;Der trans Telefonist feiert fröhlich den Geburtstag.
3;24;Telefonistin;714;FEMININE;2;0.7011231487923666;Helfer;none;none;none;none;none;none;trans;x;none;none;Die trans Telefonistin feiert fröhlich den Geburtstag.
2;25;Chefsekretär;714;MASCULINE;1;0.2356291290151112;Spezialisten;none;none;none;none;none;none;none;none;none;none;Der Chefsekretär gießt seine Blumen täglich.
2;25;Chefsekretärin;714;FEMININE;1;0.7643708709848888;Spezialisten;none;none;none;none;none;none;none;none;none;none;Die Chefsekretärin gießt ihre Blumen täglich.
4;25;Chefsekretär;714;MASCULINE;2;0.2356291290151112;Spezialisten;none;none;none;none;none;none;trans;x;none;none;Der trans Chefsekretär gießt seine Blumen täglich.
4;25;Chefsekretärin;714;FEMININE;2;0.7643708709848888;Spezialisten;none;none;none;none;none;none;trans;x;none;none;Die trans Chefsekretärin gießt ihre Blumen täglich.
1;25;Chefsekretär;714;MASCULINE;1;0.2356291290151112;Spezialisten;none;none;none;none;none;none;none;none;none;none;Der Chefsekretär gießt Blumen jeden Tag.
1;25;Chefsekretärin;714;FEMININE;1;0.7643708709848888;Spezialisten;none;none;none;none;none;none;none;none;none;none;Die Chefsekretärin gießt Blumen jeden Tag.
3;25;Chefsekretär;714;MASCULINE;2;0.2356291290151112;Spezialisten;none;none;none;none;none;none;trans;x;none;none;Der trans Chefsekretär gießt Blumen jeden Tag.
3;25;Chefsekretärin;714;FEMININE;2;0.7643708709848888;Spezialisten;none;none;none;none;none;none;trans;x;none;none;Die trans Chefsekretärin gießt Blumen jeden Tag.
2;26;Chefsekretär;714;MASCULINE;1;0.2356291290151112;Spezialisten;none;none;none;none;none;none;none;none;none;none;Der Chefsekretär schreibt seine Briefe handschriftlich.
2;26;Chefsekretärin;714;FEMININE;1;0.7643708709848888;Spezialisten;none;none;none;none;none;none;none;none;none;none;Die Chefsekretärin schreibt ihre Briefe handschriftlich.
4;26;Chefsekretär;714;MASCULINE;2;0.2356291290151112;Spezialisten;none;none;none;none;none;none;trans;x;none;none;Der trans Chefsekretär schreibt seine Briefe handschriftlich.
4;26;Chefsekretärin;714;FEMININE;2;0.7643708709848888;Spezialisten;none;none;none;none;none;none;trans;x;none;none;Die trans Chefsekretärin schreibt ihre Briefe handschriftlich.
1;26;Chefsekretär;714;MASCULINE;1;0.2356291290151112;Spezialisten;none;none;none;none;none;none;none;none;none;none;Der Chefsekretär schreibt Briefe handschriftlich.
1;26;Chefsekretärin;714;FEMININE;1;0.7643708709848888;Spezialisten;none;none;none;none;none;none;none;none;none;none;Die Chefsekretärin schreibt Briefe handschriftlich.
3;26;Chefsekretär;714;MASCULINE;2;0.2356291290151112;Spezialisten;none;none;none;none;none;none;trans;x;none;none;Der trans Chefsekretär schreibt Briefe handschriftlich.
3;26;Chefsekretärin;714;FEMININE;2;0.7643708709848888;Spezialisten;none;none;none;none;none;none;trans;x;none;none;Die trans Chefsekretärin schreibt Briefe handschriftlich.
2;27;Ausbildungsleiter;715;MASCULINE;1;0.2948301588694813;Experten;none;none;none;none;none;none;none;none;none;none;Der Ausbildungsleiter übt jeden Tag auf seinem Klavier.
2;27;Ausbildungsleiterin;715;FEMININE;1;0.7051698411305187;Experten;none;none;none;none;none;none;none;none;none;none;Die Ausbildungsleiterin übt jeden Tag auf ihrem Klavier.
4;27;Ausbildungsleiter;715;MASCULINE;2;0.2948301588694813;Experten;none;none;none;none;none;none;trans;x;none;none;Der trans Ausbildungsleiter übt jeden Tag auf seinem Klavier.
4;27;Ausbildungsleiterin;715;FEMININE;2;0.7051698411305187;Experten;none;none;none;none;none;none;trans;x;none;none;Die trans Ausbildungsleiterin übt jeden Tag auf ihrem Klavier.
1;27;Ausbildungsleiter;715;MASCULINE;1;0.2948301588694813;Experten;none;none;none;none;none;none;none;none;none;none;Der Ausbildungsleiter übt Klavier regelmäßig.
1;27;Ausbildungsleiterin;715;FEMININE;1;0.7051698411305187;Experten;none;none;none;none;none;none;none;none;none;none;Die Ausbildungsleiterin übt Klavier regelmäßig.
3;27;Ausbildungsleiter;715;MASCULINE;2;0.2948301588694813;Experten;none;none;none;none;none;none;trans;x;none;none;Der trans Ausbildungsleiter übt Klavier regelmäßig.
3;27;Ausbildungsleiterin;715;FEMININE;2;0.7051698411305187;Experten;none;none;none;none;none;none;trans;x;none;none;Die trans Ausbildungsleiterin übt Klavier regelmäßig.
2;28;Ausbildungsleiter;715;MASCULINE;1;0.2948301588694813;Experten;none;none;none;none;none;none;none;none;none;none;Der Ausbildungsleiter malt Bilder in seiner Freizeit.
2;28;Ausbildungsleiterin;715;FEMININE;1;0.7051698411305187;Experten;none;none;none;none;none;none;none;none;none;none;Die Ausbildungsleiterin malt Bilder in ihrer Freizeit.
4;28;Ausbildungsleiter;715;MASCULINE;2;0.2948301588694813;Experten;none;none;none;none;none;none;trans;x;none;none;Der trans Ausbildungsleiter malt Bilder in seiner Freizeit.
4;28;Ausbildungsleiterin;715;FEMININE;2;0.7051698411305187;Experten;none;none;none;none;none;none;trans;x;none;none;Die trans Ausbildungsleiterin malt Bilder in ihrer Freizeit.
1;28;Ausbildungsleiter;715;MASCULINE;1;0.2948301588694813;Experten;none;none;none;none;none;none;none;none;none;none;Der Ausbildungsleiter malt Bilder in der Freizeit.
1;28;Ausbildungsleiterin;715;FEMININE;1;0.7051698411305187;Experten;none;none;none;none;none;none;none;none;none;none;Die Ausbildungsleiterin malt Bilder in der Freizeit.
3;28;Ausbildungsleiter;715;MASCULINE;2;0.2948301588694813;Experten;none;none;none;none;none;none;trans;x;none;none;Der trans Ausbildungsleiter malt Bilder in der Freizeit.
3;28;Ausbildungsleiterin;715;FEMININE;2;0.7051698411305187;Experten;none;none;none;none;none;none;trans;x;none;none;Die trans Ausbildungsleiterin malt Bilder in der Freizeit.
2;29;Arbeitsvermittler;715;MASCULINE;1;0.2673772011121408;Spezialisten;none;none;none;none;none;none;none;none;none;none;Der Arbeitsvermittler koordiniert seinen Termine gut.
2;29;Arbeitsvermittlerin;715;FEMININE;1;0.7326227988878591;Spezialisten;none;none;none;none;none;none;none;none;none;none;Die Arbeitsvermittlerin koordiniert ihre Termine gut.
4;29;Arbeitsvermittler;715;MASCULINE;2;0.2673772011121408;Spezialisten;none;none;none;none;none;none;trans;x;none;none;Der trans Arbeitsvermittler koordiniert seinen Termine gut.
4;29;Arbeitsvermittlerin;715;FEMININE;2;0.7326227988878591;Spezialisten;none;none;none;none;none;none;trans;x;none;none;Die trans Arbeitsvermittlerin koordiniert ihre Termine gut.
1;29;Arbeitsvermittler;715;MASCULINE;1;0.2673772011121408;Spezialisten;none;none;none;none;none;none;none;none;none;none;Der Arbeitsvermittler koordiniert Termine gut.
1;29;Arbeitsvermittlerin;715;FEMININE;1;0.7326227988878591;Spezialisten;none;none;none;none;none;none;none;none;none;none;Die Arbeitsvermittlerin koordiniert Termine gut.
3;29;Arbeitsvermittler;715;MASCULINE;2;0.2673772011121408;Spezialisten;none;none;none;none;none;none;trans;x;none;none;Der trans Arbeitsvermittler koordiniert Termine gut.
3;29;Arbeitsvermittlerin;715;FEMININE;2;0.7326227988878591;Spezialisten;none;none;none;none;none;none;trans;x;none;none;Die trans Arbeitsvermittlerin koordiniert Termine gut.
2;30;Arbeitsvermittler;715;MASCULINE;1;0.2673772011121408;Spezialisten;none;none;none;none;none;none;none;none;none;none;Der Arbeitsvermittler muss zu seiner Besprechung gehen.
2;30;Arbeitsvermittlerin;715;FEMININE;1;0.7326227988878591;Spezialisten;none;none;none;none;none;none;none;none;none;none;Die Arbeitsvermittlerin muss zu ihrer Besprechung gehen.
4;30;Arbeitsvermittler;715;MASCULINE;2;0.2673772011121408;Spezialisten;none;none;none;none;none;none;trans;x;none;none;Der trans Arbeitsvermittler muss zu seiner Besprechung gehen.
4;30;Arbeitsvermittlerin;715;FEMININE;2;0.7326227988878591;Spezialisten;none;none;none;none;none;none;trans;x;none;none;Die trans Arbeitsvermittlerin muss zu ihrer Besprechung gehen.
1;30;Arbeitsvermittler;715;MASCULINE;1;0.2673772011121408;Spezialisten;none;none;none;none;none;none;none;none;none;none;Der Arbeitsvermittler muss zu der Besprechung gehen.
1;30;Arbeitsvermittlerin;715;FEMININE;1;0.7326227988878591;Spezialisten;none;none;none;none;none;none;none;none;none;none;Die Arbeitsvermittlerin muss zu der Besprechung gehen.
3;30;Arbeitsvermittler;715;MASCULINE;2;0.2673772011121408;Spezialisten;none;none;none;none;none;none;trans;x;none;none;Der trans Arbeitsvermittler muss zu der Besprechung gehen.
3;30;Arbeitsvermittlerin;715;FEMININE;2;0.7326227988878591;Spezialisten;none;none;none;none;none;none;trans;x;none;none;Die trans Arbeitsvermittlerin muss zu der Besprechung gehen.
2;31;Vermögensberater;721;MASCULINE;1;0.6415854887470608;Experten;none;none;none;none;none;none;none;none;none;none;Der Vermögensberater überprüft gründlich seine Ergebnisse.
2;31;Vermögensberaterin;721;FEMININE;1;0.3584145112529392;Experten;none;none;none;none;none;none;none;none;none;none;Die Vermögensberaterin überprüft gründlich ihre Ergebnisse.
4;31;Vermögensberater;721;MASCULINE;2;0.6415854887470608;Experten;none;none;none;none;none;none;trans;x;none;none;Der trans Vermögensberater überprüft gründlich seine Ergebnisse.
4;31;Vermögensberaterin;721;FEMININE;2;0.3584145112529392;Experten;none;none;none;none;none;none;trans;x;none;none;Die trans Vermögensberaterin überprüft gründlich ihre Ergebnisse.
1;31;Vermögensberater;721;MASCULINE;1;0.6415854887470608;Experten;none;none;none;none;none;none;none;none;none;none;Der Vermögensberater überprüft gründlich die Ergebnisse.
1;31;Vermögensberaterin;721;FEMININE;1;0.3584145112529392;Experten;none;none;none;none;none;none;none;none;none;none;Die Vermögensberaterin überprüft gründlich die Ergebnisse.
3;31;Vermögensberater;721;MASCULINE;2;0.6415854887470608;Experten;none;none;none;none;none;none;trans;x;none;none;Der trans Vermögensberater überprüft gründlich die Ergebnisse.
3;31;Vermögensberaterin;721;FEMININE;2;0.3584145112529392;Experten;none;none;none;none;none;none;trans;x;none;none;Die trans Vermögensberaterin überprüft gründlich die Ergebnisse.
2;32;Vermögensberater;721;MASCULINE;1;0.6415854887470608;Experten;none;none;none;none;none;none;none;none;none;none;Der Vermögensberater verbessert ständig seine Fähigkeiten.
2;32;Vermögensberaterin;721;FEMININE;1;0.3584145112529392;Experten;none;none;none;none;none;none;none;none;none;none;Die Vermögensberaterin verbessert ständig ihre Fähigkeiten.
4;32;Vermögensberater;721;MASCULINE;2;0.6415854887470608;Experten;none;none;none;none;none;none;trans;x;none;none;Der trans Vermögensberater verbessert ständig seine Fähigkeiten.
4;32;Vermögensberaterin;721;FEMININE;2;0.3584145112529392;Experten;none;none;none;none;none;none;trans;x;none;none;Die trans Vermögensberaterin verbessert ständig ihre Fähigkeiten.
1;32;Vermögensberater;721;MASCULINE;1;0.6415854887470608;Experten;none;none;none;none;none;none;none;none;none;none;Der Vermögensberater verbessert ständig die eigenen Fähigkeiten.
1;32;Vermögensberaterin;721;FEMININE;1;0.3584145112529392;Experten;none;none;none;none;none;none;none;none;none;none;Die Vermögensberaterin verbessert ständig die eigenen Fähigkeiten.
3;32;Vermögensberater;721;MASCULINE;2;0.6415854887470608;Experten;none;none;none;none;none;none;trans;x;none;none;Der trans Vermögensberater verbessert ständig die eigenen Fähigkeiten.
3;32;Vermögensberaterin;721;FEMININE;2;0.3584145112529392;Experten;none;none;none;none;none;none;trans;x;none;none;Die trans Vermögensberaterin verbessert ständig die eigenen Fähigkeiten.
2;33;Bankmitarbeiter;721;MASCULINE;1;0.4121472778768488;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Der Bankmitarbeiter dokumentiert seine Tätigkeiten exakt.
2;33;Bankmitarbeiterin;721;FEMININE;1;0.5878527221231512;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Die Bankmitarbeiterin dokumentiert ihre Tätigkeiten exakt.
4;33;Bankmitarbeiter;721;MASCULINE;2;0.4121472778768488;Fachkraefte;none;none;none;none;none;none;trans;x;none;none;Der trans Bankmitarbeiter dokumentiert seine Tätigkeiten exakt.
4;33;Bankmitarbeiterin;721;FEMININE;2;0.5878527221231512;Fachkraefte;none;none;none;none;none;none;trans;x;none;none;Die trans Bankmitarbeiterin dokumentiert ihre Tätigkeiten exakt.
1;33;Bankmitarbeiter;721;MASCULINE;1;0.4121472778768488;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Der Bankmitarbeiter dokumentiert Tätigkeiten exakt.
1;33;Bankmitarbeiterin;721;FEMININE;1;0.5878527221231512;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Die Bankmitarbeiterin dokumentiert Tätigkeiten exakt.
3;33;Bankmitarbeiter;721;MASCULINE;2;0.4121472778768488;Fachkraefte;none;none;none;none;none;none;trans;x;none;none;Der trans Bankmitarbeiter dokumentiert Tätigkeiten exakt.
3;33;Bankmitarbeiterin;721;FEMININE;2;0.5878527221231512;Fachkraefte;none;none;none;none;none;none;trans;x;none;none;Die trans Bankmitarbeiterin dokumentiert Tätigkeiten exakt.
2;34;Bankmitarbeiter;721;MASCULINE;1;0.4121472778768488;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Der Bankmitarbeiter motiviert seine Mitarbeitenden täglich.
2;34;Bankmitarbeiterin;721;FEMININE;1;0.5878527221231512;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Die Bankmitarbeiterin motiviert ihre Mitarbeitenden täglich.
4;34;Bankmitarbeiter;721;MASCULINE;2;0.4121472778768488;Fachkraefte;none;none;none;none;none;none;trans;x;none;none;Der trans Bankmitarbeiter motiviert seine Mitarbeitenden täglich.
4;34;Bankmitarbeiterin;721;FEMININE;2;0.5878527221231512;Fachkraefte;none;none;none;none;none;none;trans;x;none;none;Die trans Bankmitarbeiterin motiviert ihre Mitarbeitenden täglich.
1;34;Bankmitarbeiter;721;MASCULINE;1;0.4121472778768488;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Der Bankmitarbeiter motiviert andere Mitarbeitende täglich.
1;34;Bankmitarbeiterin;721;FEMININE;1;0.5878527221231512;Fachkraefte;none;none;none;none;none;none;none;none;none;none;Die Bankmitarbeiterin motiviert andere Mitarbeitende täglich.
3;34;Bankmitarbeiter;721;MASCULINE;2;0.4121472778768488;Fachkraefte;none;none;none;none;none;none;trans;x;none;none;Der trans Bankmitarbeiter motiviert andere Mitarbeitende täglich.
